,0
0,0.050215406169836684
1,0.061109666120525555
2,-0.013186624954827439
3,0.036567791854679954
4,0.08025698555103022
5,0.06077716972976052
6,0.0037216558171555194
7,0.03187857197300191
8,0.05054893352031685
9,0.027820633708608173
10,-0.07174775550196502
11,0.06397671373637838
12,0.02873260355725945
13,-0.02312869391812916
14,0.019873974680870553
15,0.0743780612502992
16,0.016739677230046258
17,-0.05853726874726295
18,0.004844080227535012
19,0.005869816649428242
20,0.014628465070385156
21,0.028881000810920713
22,0.0033350058151262146
23,-0.017190112013177935
24,0.08604777708141832
25,0.05522012889530546
26,0.06445577177866517
27,0.0499057312751988
28,0.0029643399713896344
29,-0.007320075304981645
30,0.12638444582933217
31,-0.11885681415379801
32,0.05483400815636518
33,0.0384829261937693
34,0.013684023530999328
35,-0.07855083706276256
36,0.022974549863958037
37,0.002057507574611089
38,0.07732122941243653
39,0.017096744163875067
40,0.06926188990168082
41,0.10371578895133564
42,0.08494315862186096
43,0.013283881644330888
44,-0.018621645970105124
45,0.07670171530422487
46,0.16077418856390752
47,0.034842044843776086
48,0.11038850840728856
49,0.049950639585594495
50,0.0006647166434456112
51,-0.024043368720506948
52,-0.03843840429937123
53,0.07193112947638165
54,0.04153659676790297
55,0.06743950987089571
56,0.11303002723415974
57,-0.005571128987184883
58,-0.02800916384272285
59,0.13881783267165956
60,-0.008680438307841737
61,0.14678541629920902
62,0.06653437854489594
63,0.055275675311745175
64,0.2053619140254439
65,0.17254197047399594
66,0.07831839297602088
67,0.03609206470929852
68,-0.04627926828326449
69,0.030281115741025228
70,-0.0813894495066264
71,-0.004465386674232429
72,0.013661731250204251
73,0.08770986475232469
74,-0.01864210237560526
75,0.019539515628360368
76,-0.06936919686287021
77,0.022404849139432043
78,-0.10657630098148611
79,-0.023305920225805746
80,0.1498432260041307
81,-0.02469807724124608
82,-0.026200001778113047
83,0.0762822465015528
84,-0.057127749287448175
85,-0.03135783546303378
86,0.06599297164570668
87,0.22739452158744902
88,-0.03803684128906443
89,0.0473785921293659
90,0.040883575385232455
91,-0.010037287170680987
92,0.08809681986103197
93,0.301998613864288
94,0.0011177381998296564
95,-0.022543084106785016
96,0.11032118725205213
97,0.034208457843695944
98,0.07498597942605002
99,-0.024686639971825814
100,0.06001081261879346
101,0.00922492140184575
102,0.04378931764416292
103,0.13122910930455878
104,0.07393770845088785
105,0.04378365851444618
106,-0.009863841982559709
107,-0.09832901928881216
108,-0.009479688171560858
109,0.0938174967921671
110,0.02354044365405413
111,-0.01441809658193489
112,0.06370923229570992
113,-0.0021188121193576903
114,-0.02787202477180853
115,0.06310627809700994
116,0.05112883746978125
117,-0.04650960414904797
118,0.08851192305022562
119,0.026777913829172918
120,0.09879391987964212
121,0.046340499219688566
122,0.016253778341901316
123,-0.02910291705831927
124,0.03064960104528056
125,0.04230756640745605
126,0.006450271307809879
127,0.020249486112827675
128,-0.0693109058755968
129,0.10892437355977355
130,-0.021018447413295362
131,0.12634186517831453
132,-0.02787722496902284
133,-0.032385792503550226
134,0.14843845599356514
135,-0.0010950461373690447
136,0.0014790151360167668
137,0.06245232260332994
138,0.025080820619671398
139,0.19269090474051057
140,-0.0033774505979293217
141,-0.0840602329493755
142,-0.023705549938722183
143,0.0774821326473231
144,-0.03347913327373172
145,0.0755386531969225
146,0.014063280192827184
147,0.007396974010879195
148,0.013578473063374749
149,0.10021531984056475
150,-0.025129340835097037
151,-0.05799441904928415
152,-0.03118313328686639
153,-0.04925467096068517
154,0.021126371915911192
155,0.10869249347365942
156,-0.0033851415398008593
157,0.16809463771343497
158,0.11865223000573796
159,-0.02392317374278336
160,-0.0276242268640394
161,0.01977573082660222
162,-0.004580645548652052
163,0.05033597902398047
164,0.01079083125733547
165,0.01631729810284809
166,0.08089077706664669
167,0.11225608150790403
168,0.04671792643587804
169,0.007635523433197408
170,0.1267497054404122
171,-0.06859485863375571
172,0.04696962692502927
173,0.15684756556196802
174,-0.05757387947204883
175,0.051840258410791644
176,0.14104606667605404
177,0.06217444726193965
178,-0.032915263950336844
179,0.11903677916712677
180,0.02789350773876134
181,-0.06351508745944372
182,-0.028612960236115034
183,0.01680025823610273
184,0.07486839821755824
185,0.006535009575154532
186,0.046096618139450395
187,-0.020429976753970798
188,-0.060255066345854986
189,-0.05556207282911478
190,0.05007550635089492
191,0.01237406708252946
192,-0.0036736585843936192
193,0.05699186221517819
194,0.09192119623341201
195,-0.054540539249389716
196,-0.03280477102467909
197,-0.01647332615919648
198,0.016388225279455732
199,0.07771444325918825
200,-0.021492930946642678
201,0.058360123593034115
202,0.08679685452074286
203,0.0035281838620232716
204,0.044794672176776136
205,0.015273603483843597
206,0.1031294850874653
207,0.02251962322152007
208,-0.02598270779185155
209,0.03136790834788065
210,0.06232027847942209
211,-0.014331698900937913
212,0.1119561864324322
213,0.12757477815398735
214,0.05285688176142929
215,0.045125958933291355
216,0.11019609816177771
217,0.09448847444573806
218,0.10254179555362498
219,0.021916668186207827
220,0.0432385870075894
221,0.08404010131028258
222,0.003436418441895181
223,0.04570272493344649
224,0.044957916163842176
225,0.01918240450682227
226,-0.02704174266527957
227,0.1228626629736843
228,-0.025005249481022188
229,-0.03205704712817177
230,0.040562521137170744
231,-0.012045206220759575
232,0.0582571406762301
233,0.12553776350425416
234,0.027871226648064833
235,-0.0723000235508127
236,-0.012453689250403343
237,0.019460696511593115
238,0.08409952003968292
239,0.0016664783707467496
240,0.07100957466864928
241,0.05914951494874468
242,0.018398289059486754
243,0.01920360249651217
244,0.024882085916989493
245,0.002594945462914309
246,0.06697232006449026
247,0.10524547461905293
248,-0.06953776063602528
249,0.05476757662580938
250,-0.06425117039844892
251,-0.005525775124902898
252,-0.047492319677376396
253,0.1066077330681016
254,0.09866078750267182
255,0.042301306777943276
